code,m_cap,B/M,EPS,PEG,ROE,ROA,GP/R,P/R,L/A,FAP,CMV
600000.XSHG,3407.99,2.389328523429932,3.240464701085963,0.028490137964287468,0.10706187296998484,-0.19116820950798713,-0.027221178201020216,-0.027786680240479252,0.29425382455120813,-1.2040922979946478,3.989351731256599
600004.XSHG,163.65,1.0916629973860477,1.012838529167425,0.028871894609319233,0.07189661972011932,0.7659811037812331,-0.028435493648148402,-0.028790020289234493,-0.2661777440409958,1.6010678054193652,-0.09190946710562929
600005.XSHG,350.25,2.8457357640949024,-1.1137615125053741,0.025051783114701357,-0.18031857386007172,-0.9070544092527109,-0.03173106501738919,-0.031280420213698944,0.07774397278550588,1.1606551225555353,0.14282651605716865
600006.XSHG,177.2,0.6224861821864504,-0.10804638590904579,0.03198321126632813,-0.001255848061136303,-0.12508965776617892,-0.03060881665934622,-0.03028934044553175,0.03838152761644893,-0.39735129167420474,-0.07486406211176055
600007.XSHG,189.17,-0.08772163811350683,0.4571948128158621,0.030151415631250705,0.05883400662890297,0.3333614967980416,-0.027813649214342342,-0.028280679686084668,-0.0688246765622304,-0.6102822896509728,-0.05980623939761966
600008.XSHG,245.61,0.4882833596695116,-0.27777028472188675,0.030518538271556254,-0.02509387095923999,-0.2540707513013082,-0.030318043758837412,-0.030179068478170895,0.10308477692438645,-0.6975509048332384,-0.015764938376560914
600009.XSHG,568.84,0.1687599788222628,1.3159169199046408,0.029533606127374296,0.07261758633013406,0.7952474473065522,-0.0267684026341403,-0.027321283254570287,-0.27875555150826087,0.7999168223146016,0.10828283922088554
600010.XSHG,1175.4399,0.4575578941966564,,0.024164198915002502,-0.09560131509212647,-0.5378736571049894,-0.0320400413870269,-0.03159452648562681,0.08851669551734198,-0.276664913728106,0.4171128706596148
600011.XSHG,1326.99,1.5326513931403838,1.1138646594131634,0.028729372128507378,0.1482515205830683,0.38537309575105755,-0.029126587702644147,-0.029249769509799448,0.11142967749841218,2.1918657600105944,0.8553370244355649
600012.XSHG,221.76,0.3296655607328851,0.35414815996520865,0.029630954071857396,0.053634893834823165,0.5163431331183342,-0.0267479681070273,-0.027529973380424535,-0.21735975418965103,-0.8611944882900694,-0.10173416179213225
600015.XSHG,1297.23,2.303501214716701,1.8715606362562034,0.028492046747512628,0.0984839483499012,-0.20609246567270506,-0.02753621363756638,-0.028072714840786894,0.2980907015731283,-1.1949164075140775,0.8911638240093939
600016.XSHG,3517.1899,2.2414458171797684,1.2654038547817714,0.02853594876169128,0.09141670027777864,-0.1940714773592031,-0.027742839143575473,-0.02818115237828797,0.2898832611049675,-1.1799314761358655,3.2858985598491146
600017.XSHG,201.15,1.020030878125975,-0.14391066214628304,0.031647901679775235,0.0036655627286209117,0.0008051436156181437,-0.02951994009352642,-0.029491841020709782,-0.11592891448525314,1.7683565222617552,-0.04473583704879691
600018.XSHG,1501.65,0.4892983686709974,-0.040358878644400874,0.02949606672394617,0.05269119358217963,0.4250618558530944,-0.028515133033335343,-0.028680922912894872,-0.1601501697910905,0.6326847553407063,1.557142263699731
600019.XSHG,918.89,4.237031363585432,-0.6540926198872634,0.029976443835611145,-0.0634808225180432,-0.4655455631255616,-0.03100370529366636,-0.030653445106294853,-0.05112035440088813,0.7675989533217149,0.8551105910112922
