code,m_cap,B/M,EPS,PEG,ROE,ROA,GP/R,P/R,L/A,FAP,CMV
600000.XSHG,2811.0801,3.0309377067639853,2.3868488534501884,-0.010205302111378715,0.07387812981553014,-0.27310775501632045,-0.026842126762602864,-0.027405872315914823,0.2657042595473878,-1.2335159745779598,2.192487186449891
600004.XSHG,158.58,1.1084802964562352,0.847777546087862,-0.006876839133024454,0.06688326653418784,1.3930055485124737,-0.02805205006568323,-0.02839041321941354,-0.25212385130787385,1.6983946697089278,-0.09615023765857772
600005.XSHG,506.71,1.7543645826897807,-0.20158925438645173,0.0019906249740739694,0.025754892530585223,-0.13874142610824763,-0.030568148534647458,-0.030243801311980494,0.04800356078223866,1.248283249719714,0.2850155910047106
600006.XSHG,184.2,0.49629055215077567,-0.0924551071371231,0.019476656717139128,0.02915618627425295,-0.05600946887156737,-0.030622116901771863,-0.030184039279986332,0.02045900650423664,-0.35216142485986285,-0.06809902538053952
600007.XSHG,130.34,0.39786403504842677,0.2881152525015613,-0.002784812404249253,0.054132378837667305,0.5599206417470348,-0.027546783643993406,-0.02799189731236828,-0.07300034387855717,-0.6055771846894683,-0.1270700750798033
600008.XSHG,264.17,0.22247457720917158,-0.3214502622628511,0.005306432199658822,0.011066641834155372,-0.3376789746066029,-0.030147051772026152,-0.029947096569995977,0.04880492986158875,-0.6773942435615049,-0.005777596697247705
600009.XSHG,544.56,0.1634648250376518,1.1276086928810123,-0.0023249867202941015,0.06450548668635307,1.3953993384844627,-0.025932878029573357,-0.026575715569929777,-0.2747451612698926,0.9182337140177079,0.06856578010520331
600010.XSHG,1426.16,-0.7946077764356518,,0.25996548942568326,0.0034390677904591192,-0.4441655026029232,-0.03075609137370997,-0.030474237524804677,0.1831220842895382,-0.039877152345904145,0.4851514650212058
600011.XSHG,1522.79,1.079687462630872,1.2208857418120622,-0.007079331177334978,0.13256892519376434,0.9428087605167015,-0.028710245540056224,-0.02885107880044259,0.10306038789840967,2.1203546954173644,0.9442409774404653
600012.XSHG,155.74,1.0242482291146582,0.21629192482465273,-0.004729579746481591,0.05124661108961688,0.8756209964113325,-0.026358435897007863,-0.027172446951563792,-0.22463747213844565,-0.8844293881955061,-0.14994243356880482
600015.XSHG,1156.1801,2.5587483711559242,1.733909510932838,-0.010049214493889352,0.07394214926517921,-0.2977783134841549,-0.027005147050447605,-0.02758552113031433,0.27258298259268166,-1.225168204638017,0.6525171289096103
600016.XSHG,3316.52,2.012124054146448,1.4074398396741628,-0.009610481731216544,0.09681399914328483,-0.22579771269042856,-0.026412461692466818,-0.027102947159474054,0.2676158732028063,-1.2076623265359183,2.6713941905596763
600017.XSHG,231.9,0.6898469952175478,-0.21558081172610924,0.005745164962331626,0.02751857128908885,0.10222313661421789,-0.02939179604130911,-0.029301238469557695,-0.12559349689909516,1.619621073620286,-0.015872529453044442
600018.XSHG,1663.87,0.2480498897580921,-0.10318196776419383,-0.0024304513267058335,0.05560486242043911,0.8209587399771279,-0.02806718593137609,-0.028273146588502652,-0.15966975052847887,0.7263602147429832,1.5190826895831038
600019.XSHG,1118.26,3.4867927075549616,0.00828410570841099,-0.004611459387300451,0.02630086083455533,0.013587855438929906,-0.030387855777869312,-0.03012709123218848,-0.07392111788570026,0.6190157250370302,0.9512592549854391
