code,m_cap,B/M,EPS,PEG,ROE,ROA,GP/R,P/R,L/A,FAP,CMV
600000.XSHG,1676.95,1.5824968462899784,2.438375249111062,-0.05706291370693272,0.01856260984831184,-0.2536019907247684,0.08262486955028926,0.06886530984800508,1.0040772764206105,-1.2294586781542152,1.8443081103767125
600004.XSHG,77.86,1.1592198817782915,0.6025922319294077,-0.042766538371661375,-0.0035056528348329278,0.8000237028121806,0.04112625050711063,0.036830095016275495,-0.7037474584174824,2.4903136431363966,-0.09665601228803997
600005.XSHG,237.2,2.774858607572533,-0.3127566409035503,0.05774218944088391,-0.029240491006283616,-0.2954235933739903,0.009653231811544965,0.011983144739776913,0.1550176843618251,1.8405596711867833,0.14808023747992452
600006.XSHG,59.0,1.9614025217073863,-0.5263380445645739,-0.29399494785646,-0.038165909049358064,-0.4825056178338869,0.007001103354551833,0.009797190449623858,0.12247592315726416,-0.17298195357960683,-0.12562378981172398
600007.XSHG,110.7,-0.30555881321172884,0.1347472524814514,0.00961491781627613,-0.013483468845522801,0.17935762241709646,0.04599209414302811,0.039745215140139116,-0.17762490186347113,-0.45849205518207925,-0.04621583127649262
600008.XSHG,143.44,0.23493296079708206,-0.24868221980524327,0.0047240525699990986,-0.023681374664969248,-0.19227652632261275,0.03146783769763311,0.029374389291059583,0.20631774189163782,-0.2435599395325923,0.004070756004812491
600009.XSHG,307.35,-0.04275544472373305,0.7958325495274766,-0.0186594925127929,-0.0051940603184730755,0.8709495217281088,0.0738537027422038,0.06386263273189624,-0.9235115973589924,1.5405763455180652,0.05163873426083019
600010.XSHG,312.1,0.19919794417162445,-0.3737798990924142,0.5195382647949828,-0.03020279440186143,-0.3450717184361186,0.009492758767519744,0.011988434975307175,0.4619483135461209,0.049551976924423306,0.16853892234818918
600011.XSHG,768.83,0.9195352683637892,0.7958325495274766,-0.047107543028120286,0.018905166285994465,0.3472897224085733,0.02879414570448811,0.026768727640308767,0.470238542155006,1.9822020346494937,0.6239136137703437
600012.XSHG,61.87,1.788966781694214,0.28120307213472473,-0.04872818476653162,-0.0023386133986149573,0.7256258783234212,0.08493569390570285,0.07177165262100427,-0.5278509994467185,-0.9646819603513533,-0.14946153674531762
600015.XSHG,621.54,2.134869490433837,1.5586232768882753,-0.05758383426570779,0.015467892867314965,-0.2617819322124018,0.07387274733550524,0.06144987380716847,1.0031680278808224,-1.2163523975577506,0.47928975737426277
600016.XSHG,2561.4099,0.5457193100330187,1.7111814223604345,-0.05251932883317239,0.026248629637702563,-0.22570934894004435,0.08053961379639223,0.0667769203340477,1.000004802520338,-1.2214214179984686,2.9165457876039693
600017.XSHG,88.89,1.4089843765855934,-0.06866360814809482,-0.038685993994589996,-0.011512198078746084,0.4362689338836508,0.03850828163259085,0.03626096963690612,-0.5926238053766621,1.7718680693338582,-0.09946677755147272
600018.XSHG,1028.53,-0.07851364561078385,-0.08239384124058922,-0.013884387390688093,-0.0023194905434967615,0.6457184473793866,0.04847391755325715,0.04437968347043981,-0.40933794688909947,0.8611381286265136,1.2410225031375632
600019.XSHG,708.28,3.046415627502444,0.18559996763883793,-0.02465007893870619,-0.01749667597725439,0.0758960020250161,0.01557926132848916,0.01639993097829676,-0.19845979667584066,0.6652508319713888,0.8716295819050073
600020.XSHG,50.79,2.153570087529672,0.07372399429258754,-0.046210402065785444,-0.003876735712716884,-0.0810645603563135,0.050426873526633546,0.04776089527435986,0.6352015840584375,1.3430816285082194,-0.13823383506461082
600021.XSHG,93.93,1.4619630950352276,0.12254260084367861,-0.04441612014111576,-0.0018950377763159358,0.14405509888820578,0.024436482470802642,0.024118678368514616,0.33904396203326387,1.6023210954658567,-0.07197349983811407
600022.XSHG,108.77,1.698202520986442,-0.5776992868735343,-0.08079373916224142,-0.04930274801172912,-0.5962267555887906,0.006489098581656855,0.009223025268084797,0.5338480912845022,1.9996209553726192,-0.07754895224590694
